carat,depth,table,x,price,cut_encoded,color_encoded,clarity_encoded
1.41,63.8,60.0,7.12,9.133,1.0,2.0,3.0
0.58,61.2,57.0,5.36,7.59,4.0,3.0,4.0
0.53,61.4,58.0,5.19,7.356,3.0,5.0,2.0
0.72,63.4,56.0,5.67,7.553,2.0,1.0,0.0
0.32,62.2,57.0,4.36,5.974,4.0,0.0,3.0
0.3,62.6,58.0,4.22,6.159,2.0,2.0,3.0
1.31,61.9,56.0,7.03,9.22,4.0,4.0,4.0
0.53,62.6,56.0,5.28,6.982,4.0,2.0,2.0
0.34,59.7,59.0,4.54,6.477,3.0,4.0,2.0
1.0,60.1,60.0,6.45,8.677,2.0,6.0,2.0
0.53,60.8,57.0,5.23,7.114,4.0,6.0,0.0
0.5,60.8,56.0,5.17,7.277,4.0,2.0,3.0
1.43,62.6,59.0,7.19,9.538,3.0,5.0,3.0
0.52,63.0,56.0,5.18,6.768,3.0,3.0,1.0
0.3,62.5,57.0,4.27,5.945,2.0,1.0,2.0
0.41,64.1,57.0,4.72,6.592,1.0,2.0,3.0
0.7,61.74637745643308,62.0,5.78,7.919,1.0,5.0,3.0
0.93,59.5,60.0,6.39,8.194,3.0,3.0,0.0
0.52,62.3,56.0,5.12,7.241,4.0,0.0,2.0
0.9,63.6,55.0,6.15,8.458,1.0,3.0,2.0
1.0,61.74637745643308,56.0,6.2,7.782,0.0,4.0,1.0
1.09,62.0,54.0,6.64,8.38,4.0,0.0,3.0
0.5,59.1,59.0,5.19,7.44,2.0,5.0,3.0
0.36,61.8,58.0,4.55,6.748,3.0,5.0,3.0
0.56,60.4,58.0,5.32,7.236,3.0,5.0,0.0
0.43,59.7,59.0,4.93,6.87,3.0,5.0,3.0
0.4,61.6,56.0,4.72,6.417,4.0,0.0,2.0
1.3,64.0,58.0,6.91,8.564,1.0,0.0,2.0
0.41,61.7,58.0,4.76,6.926,2.0,5.0,4.0
0.33,63.6,57.0,4.39,6.098,1.0,1.0,2.0
0.7,61.6,56.0,5.7,8.146,4.0,4.0,3.0
0.3,61.6,58.0,4.29,6.405,3.0,3.0,3.0
0.3,62.8,59.0,4.28,6.815,3.0,5.0,3.0
1.73,61.0,56.0,7.72,9.508,4.0,1.0,3.0
0.28,62.1,55.0,4.22,6.194,4.0,4.0,4.0
1.02,61.0,59.0,6.44,8.441,3.0,4.0,2.0
0.93,62.0,56.0,6.25,8.338,4.0,6.0,2.0
0.5,63.0,57.0,5.02,7.148,2.0,3.0,3.0
1.19,61.7,56.0,6.8,8.414,4.0,0.0,0.0
0.24,61.3,57.0,4.0,6.326,4.0,4.0,7.0
0.75,61.9,57.0,5.88,7.948,3.0,6.0,0.0
1.09,61.7,59.0,6.64,8.596,4.0,5.0,0.0
0.37,59.7,56.0,4.67,6.279,4.0,2.0,2.0
0.7,62.4,56.0,5.66,7.815,4.0,4.0,2.0
1.51,61.6,56.0,7.37,9.594,4.0,4.0,4.0
0.52,62.7,55.0,5.12,7.553,4.0,4.0,5.0
0.43,60.9,57.0,4.85,6.962,4.0,4.0,5.0
0.3,61.1,57.0,4.34,6.73,4.0,6.0,5.0
0.9,63.6,59.0,6.11,8.351,1.0,3.0,3.0
1.99,60.5,63.0,8.2,9.782,0.0,2.0,3.0
0.33,59.3,61.0,4.51,6.611,3.0,4.0,3.0
0.41,59.2,63.0,4.82,7.048,1.0,3.0,5.0
0.5,62.3,57.0,5.04,7.352,4.0,6.0,3.0
0.7,61.4,57.0,5.7,8.018,4.0,4.0,4.0
1.5,62.2,60.0,7.27,9.662,3.0,3.0,4.0
0.27,61.2,56.0,4.18,6.375,4.0,1.0,5.0
0.3,62.7,53.0,4.29,6.38,4.0,2.0,5.0
0.36,59.1,58.0,4.63,6.748,3.0,5.0,3.0
0.71,60.0,56.0,5.85,8.046,2.0,6.0,2.0
0.9,62.6,58.0,6.1,8.269,2.0,6.0,0.0
1.21,62.4,53.0,6.83,8.963,4.0,2.0,4.0
0.37,61.6,59.0,4.67,6.673,3.0,3.0,2.0
0.34,62.3,55.0,4.49,6.717,4.0,6.0,5.0
1.35,61.3,57.0,7.09,9.269,4.0,5.0,3.0
0.5,60.6,56.0,5.13,7.092,2.0,4.0,2.0
0.31,59.7,60.0,4.42,6.687,3.0,3.0,3.0
0.7,61.1,56.0,5.75,8.111,4.0,6.0,2.0
0.39,62.5,55.0,4.63,6.576,4.0,3.0,2.0
0.34,59.3,58.0,4.55,6.94,3.0,5.0,3.0
0.4,62.5,57.0,4.69,6.89,2.0,3.0,4.0
0.38,62.4,59.0,4.59,6.501,2.0,4.0,2.0
1.05,62.8,57.0,6.45,8.826,2.0,3.0,3.0
1.46,62.4,55.0,7.26,9.089,4.0,2.0,2.0
0.91,60.7,57.0,6.23,8.092,4.0,0.0,4.0
0.23,60.4,59.0,4.0,6.522,3.0,5.0,5.0
0.79,61.7,59.0,5.93,7.968,4.0,1.0,4.0
0.32,62.2,55.0,4.37,6.718,4.0,6.0,6.0
1.2,63.6,60.0,6.72,8.377,1.0,5.0,1.0
0.9,61.6,54.0,6.18,8.264,2.0,5.0,2.0
1.71,61.9,59.0,7.6,9.252,2.0,0.0,4.0
1.01,64.7,59.0,6.23,8.338,0.0,6.0,2.0
0.72,62.6,53.0,5.76,7.918,4.0,4.0,4.0
1.55,59.0,58.0,7.56,9.279,2.0,1.0,4.0
0.34,62.3,55.0,4.48,6.64,4.0,2.0,4.0
1.01,58.8,62.0,6.59,8.341,3.0,2.0,2.0
1.14,62.5,58.0,6.71,8.507,3.0,2.0,2.0
0.5,62.8,58.0,5.03,7.469,2.0,5.0,3.0
0.54,61.0,58.0,5.24,7.503,2.0,3.0,4.0
0.32,61.2,57.0,4.39,6.51,2.0,2.0,6.0
1.2,62.6,56.0,6.73,8.775,1.0,2.0,3.0
0.72,62.0,56.0,5.76,7.965,4.0,3.0,4.0
0.96,61.74637745643308,62.0,6.13,7.5,0.0,2.0,1.0
1.15,62.0,58.0,6.68,8.471,3.0,4.0,2.0
0.9,59.1,60.0,6.24,8.665,2.0,5.0,4.0
0.59,62.0,55.0,5.36,7.88,4.0,6.0,5.0
0.31,61.7,56.0,4.33,6.704,4.0,6.0,5.0
0.77,61.6,55.0,5.87,7.672,4.0,0.0,2.0
1.51,61.9,63.0,7.35,9.543,2.0,3.0,3.0
0.9,60.2,59.0,6.27,8.263,3.0,4.0,2.0
1.18,61.1,57.0,6.78,9.115,4.0,4.0,6.0
1.08,60.5,60.0,6.61,8.361,2.0,1.0,2.0
1.01,61.4,57.0,6.51,8.843,3.0,3.0,3.0
0.3,62.3,57.0,4.33,6.654,4.0,3.0,3.0
0.72,62.1,57.0,5.69,7.855,2.0,6.0,2.0
0.33,62.1,56.0,4.46,6.968,4.0,3.0,6.0
0.3,62.4,54.0,4.31,6.196,4.0,2.0,3.0
1.01,64.6,58.0,6.25,9.211,0.0,5.0,0.0
1.21,61.3,57.0,6.85,9.423,4.0,5.0,5.0
0.7,63.3,61.0,5.6,7.689,2.0,4.0,2.0
1.01,62.3,58.0,6.39,8.75,2.0,6.0,3.0
1.02,62.0,58.0,6.44,8.403,3.0,1.0,3.0
0.31,61.2,59.0,4.37,6.691,4.0,5.0,5.0
0.71,61.5,54.0,5.74,7.861,4.0,2.0,5.0
0.59,60.2,57.0,5.47,7.36,4.0,5.0,0.0
0.7,60.0,57.0,5.8,7.876,4.0,4.0,3.0
1.51,62.9,58.0,7.33,9.097,3.0,0.0,5.0
0.54,60.9,58.0,5.27,7.545,3.0,5.0,3.0
1.02,60.8,60.0,6.5,8.469,2.0,4.0,2.0
1.69,60.5,56.0,7.74,9.521,4.0,1.0,3.0
0.83,61.6,58.0,6.05,7.96,2.0,1.0,3.0
0.32,62.6,55.0,4.41,7.065,4.0,6.0,7.0
1.39,61.4,54.0,7.22,9.43,4.0,4.0,5.0
1.01,59.8,58.0,6.57,8.13,3.0,6.0,1.0
0.31,61.7,59.0,4.34,6.848,3.0,5.0,3.0
0.73,62.7,57.0,5.75,7.73,4.0,3.0,0.0
0.53,62.7,54.0,5.18,7.503,4.0,6.0,3.0
0.57,61.6,56.0,5.33,7.212,4.0,1.0,4.0
1.51,62.4,59.0,7.28,9.521,3.0,4.0,4.0
0.54,62.4,55.0,5.23,7.503,3.0,3.0,3.0
1.47,62.6,58.0,7.17,8.914,2.0,2.0,0.0
0.52,61.7,56.0,5.16,7.607,4.0,4.0,5.0
0.23,61.5,57.0,3.94,6.284,4.0,4.0,6.0
1.2,61.9,53.0,6.84,9.068,4.0,3.0,3.0
1.0,61.2,57.0,6.43,8.854,2.0,6.0,4.0
0.71,61.7,59.0,5.71,7.926,3.0,5.0,0.0
0.4,61.4,55.0,4.72,7.024,4.0,4.0,6.0
0.71,61.74637745643308,58.0,5.53,7.217,0.0,0.0,0.0
1.01,60.6,56.0,6.5,8.815,2.0,2.0,6.0
0.3,61.5,55.0,4.32,6.778,4.0,4.0,5.0
0.46,62.4,56.0,4.95,7.123,4.0,5.0,3.0
1.02,60.0,60.0,6.57,8.363,3.0,3.0,0.0
1.23,61.6,58.0,6.9,8.636,3.0,1.0,4.0
1.0,61.0,60.0,6.43,9.2,3.0,3.0,6.0
1.12,61.1,57.0,6.68,9.179,4.0,5.0,4.0
1.27,61.7,56.0,6.9,9.288,4.0,4.0,6.0
0.7975755778024965,63.7,61.0,8.03,9.699,1.0,4.0,0.0
0.4,61.7,56.0,4.72,6.992,4.0,3.0,5.0
1.11,61.74637745643308,62.0,6.77,8.52,1.0,5.0,0.0
1.23,59.0,57.0,7.05,8.765,4.0,2.0,3.0
0.63,59.9,57.45169447534297,5.63,7.034,1.0,0.0,2.0
1.01,62.8,59.0,6.43,8.435,3.0,4.0,2.0
1.09,62.0,57.0,6.61,8.358,4.0,2.0,0.0
0.31,62.2,55.0,4.37,6.596,4.0,5.0,2.0
0.9,63.5,56.0,6.12,8.054,2.0,0.0,3.0
1.01,60.6,58.0,6.54,8.623,3.0,3.0,2.0
1.23,59.2,62.0,7.0,8.874,2.0,6.0,2.0
0.31,61.8,60.0,4.33,6.136,2.0,5.0,0.0
0.32,61.6,56.0,4.4,6.129,4.0,4.0,0.0
0.7975755778024965,62.0,58.0,8.4,9.695,3.0,1.0,0.0
1.12,61.3,58.0,6.69,8.313,3.0,1.0,2.0
1.01,61.1,58.0,6.41,8.821,2.0,2.0,6.0
0.3,62.6,58.0,4.25,6.519,1.0,4.0,5.0
1.56,62.3,55.0,7.39,8.812,4.0,2.0,0.0
0.62,62.6,57.0,5.42,7.827,4.0,4.0,5.0
0.31,61.2,58.0,4.32,6.299,3.0,4.0,3.0
1.51,62.5,57.0,7.25,9.017,1.0,1.0,2.0
0.72,60.9,60.0,5.78,7.96,3.0,6.0,2.0
0.7,62.3,54.0,5.67,8.115,4.0,6.0,4.0
1.0,61.74637745643308,57.45169447534297,6.52,8.382,0.0,2.0,4.0
0.4,61.9,61.0,4.69,6.39,2.0,4.0,0.0
1.24,61.4,59.0,6.91,8.849,3.0,5.0,0.0
0.52,62.5,59.0,5.06,6.886,2.0,1.0,2.0
0.41,63.1,58.0,4.68,6.742,2.0,1.0,6.0
1.14,61.7,57.0,6.73,8.689,4.0,2.0,3.0
0.52,61.8,60.0,5.14,7.611,2.0,6.0,4.0
0.37,64.0,55.0,4.53,6.269,1.0,2.0,2.0
1.01,62.1,59.0,6.45,8.345,4.0,4.0,0.0
0.8,61.6,60.0,5.94,7.697,3.0,0.0,4.0
0.3,62.4,59.0,4.31,6.808,3.0,4.0,6.0
1.03,61.7,58.0,6.5,8.469,3.0,5.0,0.0
1.06,60.5,57.0,6.64,8.593,4.0,4.0,2.0
1.03,59.9,60.0,6.56,8.392,3.0,4.0,0.0
1.01,61.7,56.0,6.45,8.689,4.0,2.0,3.0
0.25,61.7,57.0,4.08,6.306,2.0,6.0,5.0
1.18,61.3,56.0,6.81,9.038,4.0,4.0,4.0
0.52,62.4,58.0,5.13,7.519,3.0,5.0,3.0
0.3,62.3,54.0,4.32,6.639,4.0,4.0,6.0
0.28,59.7,59.0,4.26,6.465,2.0,3.0,5.0
0.55,62.9,57.0,5.25,7.867,4.0,6.0,6.0
0.38,61.4,59.0,4.63,7.244,3.0,5.0,6.0
1.6,62.7,56.0,7.51,9.164,4.0,2.0,2.0
0.7,61.9,59.0,5.71,7.793,3.0,3.0,2.0
0.34,62.5,57.0,4.49,6.273,4.0,5.0,1.0
1.54,61.7,56.0,7.44,9.162,4.0,4.0,0.0
1.11,61.4,58.0,6.66,8.747,4.0,6.0,2.0
0.52,61.2,55.0,5.17,7.253,4.0,4.0,2.0
0.31,59.8,57.0,4.43,6.544,4.0,6.0,3.0
0.72,61.5,56.5,5.76,8.027,4.0,5.0,2.0
0.32,59.9,57.0,4.51,6.579,3.0,4.0,3.0
0.8,60.2,59.0,6.07,7.612,3.0,0.0,0.0
1.03,63.0,59.0,6.47,8.587,3.0,2.0,3.0
0.41,62.8,58.0,4.69,6.458,2.0,6.0,0.0
0.42,60.8,59.0,4.79,6.825,3.0,4.0,4.0
0.52,61.7,55.5,5.17,7.217,2.0,0.0,6.0
1.18,61.5,56.0,6.77,8.59,4.0,1.0,2.0
0.32,61.3,55.0,4.45,6.561,4.0,4.0,4.0
0.53,61.4,60.0,5.18,7.397,3.0,3.0,3.0
0.52,61.4,56.0,5.23,7.742,4.0,5.0,5.0
0.31,62.4,56.0,4.38,6.687,4.0,2.0,5.0
0.71,61.5,56.0,5.72,8.219,4.0,3.0,4.0
0.55,60.6,58.0,5.28,7.069,3.0,3.0,0.0
0.33,62.1,55.0,4.44,6.323,4.0,0.0,4.0
0.31,59.4,58.0,4.45,6.619,3.0,3.0,3.0
0.93,62.6,59.0,6.17,8.302,2.0,1.0,4.0
0.33,62.4,60.0,4.42,6.541,3.0,2.0,4.0
0.34,62.3,55.0,4.47,6.378,4.0,1.0,2.0
0.31,61.8,58.0,4.36,6.81,3.0,4.0,5.0
0.5,62.2,58.0,5.03,7.424,3.0,6.0,4.0
0.91,62.4,58.0,6.17,8.205,2.0,3.0,0.0
0.41,61.5,55.0,4.79,7.079,4.0,6.0,5.0
1.52,62.9,60.0,7.28,9.396,2.0,4.0,3.0
0.58,61.4,55.0,5.38,7.193,4.0,4.0,2.0
0.27,60.6,58.0,4.2,6.683,3.0,6.0,6.0
0.61,62.9,56.6,5.38,7.27,2.0,3.0,0.0
0.51,60.9,57.0,5.16,7.7,4.0,3.0,6.0
0.38,62.1,54.0,4.65,6.277,4.0,0.0,3.0
0.56,61.3,60.0,5.23,7.088,2.0,2.0,2.0
0.51,61.3,57.0,5.14,7.908,4.0,5.0,5.0
0.43,62.5,55.0,4.83,6.901,4.0,5.0,2.0
0.9,63.1,55.0,6.16,8.147,2.0,4.0,0.0
0.75,62.1,57.0,5.9,8.014,3.0,6.0,3.0
0.8,62.9,56.0,5.88,8.029,2.0,4.0,2.0
1.0,61.6,60.0,6.37,8.468,3.0,5.0,0.0
0.7975755778024965,60.6,58.0,8.27,9.781,2.0,3.0,0.0
0.52,61.7,53.0,5.19,7.546,4.0,2.0,6.0
0.3,60.7,56.0,4.35,7.031,4.0,3.0,7.0
0.72,62.2,54.0,5.74,7.965,2.0,2.0,4.0
0.53,61.4,56.0,5.21,7.255,4.0,6.0,2.0
1.71,62.8,59.0,7.58,9.389,3.0,1.0,3.0
0.45,60.8,56.0,4.97,6.835,4.0,3.0,2.0
1.11,60.0,61.0,6.66,8.336,2.0,6.0,0.0
0.81,59.1,57.0,6.09,7.849,2.0,2.0,2.0
1.33,63.3,56.0,6.91,9.007,2.0,3.0,2.0
0.31,61.4,57.0,4.35,6.353,4.0,4.0,3.0
0.62,61.6,55.0,5.49,7.567,4.0,5.0,2.0
1.01,63.0,58.0,6.33,8.441,3.0,3.0,2.0
0.32,61.6,55.0,4.43,6.5,4.0,4.0,4.0
1.01,61.7,56.0,6.45,8.688,4.0,3.0,2.0
0.53,64.1,54.0,5.11,7.194,1.0,6.0,2.0
0.57,61.8,57.0,5.29,7.578,4.0,5.0,3.0
1.58,62.3,55.0,7.42,9.155,4.0,1.0,2.0
1.13,60.7,57.45169447534297,6.68,8.391,1.0,5.0,0.0
0.7975755778024965,61.3,60.0,8.35,9.568,3.0,2.0,0.0
0.7975755778024965,61.2,59.0,8.13,9.75,3.0,1.0,4.0
2.0,59.8,55.0,8.28,9.329,4.0,1.0,0.0
1.54,59.4,59.0,7.61,9.375,3.0,5.0,3.0
0.72,62.0,57.0,5.71,7.953,4.0,6.0,3.0
1.5,63.3,57.0,7.28,8.953,2.0,6.0,0.0
1.1,61.74637745643308,63.0,6.76,8.38,2.0,5.0,0.0
0.31,61.3,56.0,4.38,6.763,4.0,6.0,6.0
0.31,61.4,58.0,4.32,6.704,3.0,4.0,6.0
1.2,61.8,55.0,6.81,8.525,4.0,0.0,4.0
1.02,62.7,58.0,6.44,8.349,3.0,1.0,2.0
1.21,63.2,57.0,6.7,8.52,2.0,1.0,0.0
1.03,60.9,61.0,6.54,8.534,3.0,3.0,2.0
1.03,62.1,57.0,6.44,8.405,4.0,4.0,0.0
0.32,61.7,56.0,4.41,6.613,4.0,6.0,4.0
0.4,61.6,56.0,4.75,6.646,4.0,1.0,5.0
0.3,60.1,55.0,4.38,6.068,2.0,2.0,2.0
0.3,64.6,54.0,4.29,6.284,0.0,5.0,0.0
0.71,59.2,59.0,5.8,8.076,3.0,5.0,3.0
0.41,63.3,56.0,4.71,6.526,1.0,2.0,2.0
0.53,61.6,57.0,5.21,7.503,3.0,6.0,3.0
1.51,63.6,61.0,7.1,9.325,1.0,5.0,2.0
0.35,62.1,56.0,4.52,6.613,4.0,3.0,5.0
0.56,61.1,58.0,5.3,7.582,3.0,5.0,3.0
0.32,62.6,57.0,4.41,6.561,4.0,3.0,3.0
0.44,60.9,57.0,4.89,6.986,2.0,4.0,5.0
0.7,62.1,55.0,5.63,7.771,4.0,4.0,3.0
0.75,61.7,56.0,5.84,7.994,4.0,6.0,2.0
0.52,63.2,57.0,5.11,7.277,2.0,5.0,2.0
0.24,61.9,54.0,3.99,6.198,2.0,5.0,6.0
0.5,63.0,60.0,5.06,7.37,3.0,5.0,2.0
0.31,59.3,60.0,4.41,6.687,3.0,3.0,3.0
1.5,61.7,62.0,7.28,8.748,3.0,5.0,1.0
0.71,62.2,56.0,5.63,7.779,1.0,6.0,0.0
0.56,62.1,57.0,5.3,7.557,3.0,6.0,3.0
0.7975755778024965,61.5,58.0,8.31,9.814,3.0,6.0,0.0
0.71,60.9,56.0,5.76,8.219,4.0,3.0,4.0
0.4,60.0,63.0,4.8,6.802,2.0,4.0,2.0
1.11,62.3,56.0,6.59,9.425,4.0,5.0,5.0
0.51,60.0,59.0,5.18,7.427,2.0,3.0,4.0
0.35,61.6,58.0,4.5,6.678,4.0,3.0,5.0
0.52,61.2,58.0,5.16,7.508,3.0,5.0,3.0
1.53,59.5,63.0,7.51,9.218,2.0,2.0,4.0
0.76,60.0,59.0,5.94,7.783,3.0,6.0,0.0
0.7975755778024965,61.74637745643308,56.0,7.84,9.32,0.0,6.0,0.0
0.47,63.3,59.0,4.9,6.964,2.0,3.0,0.0
0.52,61.1,55.0,5.27,7.504,4.0,6.0,3.0
0.7975755778024965,60.0,60.0,6.29,9.686,3.0,2.0,0.0
0.32,61.6,55.0,4.44,6.719,3.0,2.0,5.0
0.72,60.3,58.0,5.81,7.419,3.0,0.0,0.0
0.32,61.6,55.0,4.4,6.562,4.0,4.0,5.0
0.6,60.8,56.0,5.45,7.728,2.0,3.0,3.0
1.25,61.2,57.0,6.95,8.981,3.0,4.0,3.0
0.5,61.74637745643308,58.0,5.23,7.004,1.0,6.0,0.0
1.07,59.4,59.0,6.64,9.307,2.0,3.0,7.0
0.3,62.6,56.0,4.29,6.489,4.0,6.0,3.0
0.7,61.74637745643308,63.0,5.78,7.729,0.0,4.0,3.0
0.76,60.6,57.0,5.91,7.993,4.0,6.0,2.0
0.42,61.4,57.0,4.83,7.006,4.0,3.0,4.0
0.57,60.7,57.0,5.42,7.185,3.0,6.0,0.0
0.71,61.6,59.0,5.75,7.817,3.0,3.0,0.0
0.41,61.7,57.0,4.78,6.801,4.0,4.0,4.0
1.01,59.9,56.0,6.45,8.474,2.0,4.0,2.0
0.25,60.6,57.45169447534297,4.05,5.994,1.0,2.0,6.0
0.53,64.3,55.0,5.17,7.182,1.0,1.0,4.0
0.46,59.2,63.0,5.0,7.113,1.0,3.0,4.0
1.11,63.0,53.0,6.64,8.465,3.0,1.0,3.0
0.7,60.7,61.0,5.69,7.785,1.0,6.0,0.0
0.7,61.0,57.0,5.71,8.189,4.0,3.0,6.0
1.32,61.0,56.0,7.09,9.048,4.0,1.0,6.0
1.05,62.5,59.0,6.5,8.691,3.0,6.0,2.0
0.3,61.4,58.0,4.33,6.227,3.0,1.0,2.0
0.31,61.3,55.0,4.37,6.657,2.0,2.0,7.0
1.0,62.0,55.0,6.42,8.707,4.0,6.0,3.0
0.37,62.7,58.0,4.58,6.864,3.0,3.0,3.0
0.73,61.7,57.0,5.75,8.152,4.0,6.0,3.0
0.35,61.8,59.0,4.56,6.718,3.0,5.0,2.0
0.32,61.4,56.0,4.4,6.816,4.0,3.0,6.0
0.26,60.8,58.0,4.11,6.521,2.0,3.0,6.0
1.12,60.5,59.0,6.72,8.563,3.0,5.0,0.0
1.54,61.2,59.0,7.41,8.916,2.0,0.0,2.0
0.51,61.7,56.0,5.11,7.695,4.0,3.0,5.0
0.71,62.6,58.0,5.67,7.956,3.0,3.0,3.0
0.45,59.7,61.0,4.95,6.639,2.0,4.0,0.0
0.7,60.2,61.0,5.66,8.024,2.0,4.0,5.0
1.23,61.4,56.0,6.94,8.781,4.0,4.0,2.0
1.75,61.5,55.0,7.78,8.91,4.0,2.0,1.0
1.5,63.8,57.0,7.21,8.597,1.0,2.0,0.0
1.57,62.7,58.0,7.41,9.276,2.0,1.0,4.0
0.58,62.6,54.0,5.3,7.541,4.0,4.0,4.0
0.36,61.6,60.0,4.61,6.646,3.0,3.0,2.0
0.51,61.9,56.0,5.11,7.488,4.0,5.0,3.0
1.0,61.7,58.0,6.32,8.24,2.0,3.0,0.0
0.5,61.74637745643308,59.0,5.15,6.995,3.0,2.0,2.0
0.93,63.4,60.0,6.18,7.87,2.0,5.0,1.0
0.32,61.8,55.0,4.38,6.469,4.0,2.0,5.0
0.35,61.6,55.1,4.54,6.648,4.0,6.0,4.0
0.35,62.3,56.0,4.53,6.812,2.0,3.0,6.0
0.31,61.0,59.0,4.37,6.771,3.0,6.0,3.0
1.01,60.7,57.0,6.42,8.295,2.0,3.0,0.0
1.41,61.4,59.0,7.17,8.884,2.0,3.0,0.0
0.7975755778024965,61.74637745643308,61.0,8.76,9.083,0.0,0.0,1.0
0.96,62.1,57.0,6.32,8.261,4.0,4.0,0.0
1.13,61.5,56.0,6.71,8.994,4.0,4.0,4.0
0.7975755778024965,60.1,61.0,8.14,9.745,3.0,2.0,3.0
1.51,61.74637745643308,59.0,6.99,9.069,0.0,4.0,2.0
1.21,62.4,55.0,6.81,8.56,4.0,1.0,2.0
1.04,62.4,57.0,6.51,8.495,3.0,6.0,0.0
0.3,61.4,56.0,4.3,6.196,4.0,1.0,4.0
1.01,61.6,63.0,6.42,8.48,1.0,3.0,2.0
0.31,62.4,58.0,4.34,6.687,3.0,3.0,3.0
0.7,63.4,59.0,5.6,7.789,2.0,1.0,5.0
0.53,59.6,56.0,5.27,7.539,2.0,3.0,5.0
1.02,63.0,57.0,6.39,9.653,4.0,5.0,7.0
0.32,61.9,55.0,4.38,6.822,4.0,4.0,7.0
0.9,63.8,58.0,6.09,8.341,1.0,5.0,2.0
1.17,61.1,57.0,6.77,8.759,4.0,2.0,2.0
0.7975755778024965,61.74637745643308,60.0,8.49,9.785,2.0,1.0,2.0
0.7975755778024965,61.7,58.0,8.07,9.572,3.0,1.0,0.0
0.28,61.2,57.0,4.2,6.188,4.0,5.0,3.0
0.7975755778024965,61.3,59.0,8.61,9.751,3.0,0.0,3.0
0.42,61.7,55.0,4.78,6.82,2.0,4.0,2.0
0.35,60.8,55.0,4.58,7.193,4.0,5.0,6.0
1.01,61.74637745643308,57.0,6.23,8.713,0.0,5.0,3.0
0.32,61.9,55.0,4.4,6.4,4.0,4.0,4.0
0.35,61.6,58.0,4.57,6.892,3.0,6.0,3.0
0.41,61.9,59.0,4.77,6.984,3.0,6.0,4.0
1.02,63.3,58.0,6.35,8.507,1.0,3.0,2.0
1.11,61.4,60.0,6.61,8.487,4.0,1.0,2.0
1.06,63.4,58.0,6.51,8.616,2.0,3.0,2.0
0.9,62.8,58.0,6.09,8.468,2.0,6.0,2.0
0.33,62.4,56.0,4.41,6.709,4.0,4.0,6.0
1.0,64.2,56.0,6.23,8.638,1.0,5.0,2.0
0.32,60.2,56.0,4.44,6.33,4.0,2.0,4.0
0.3,62.4,56.0,4.3,6.314,4.0,1.0,6.0
0.31,61.3,55.6,4.37,6.24,4.0,1.0,4.0
0.33,62.7,58.0,4.41,6.447,3.0,5.0,0.0
0.7975755778024965,60.0,60.0,8.31,9.38,3.0,2.0,0.0
0.38,62.3,56.0,4.58,6.365,4.0,1.0,2.0
1.02,63.4,56.0,6.36,8.17,1.0,0.0,0.0
0.33,62.1,55.0,4.44,6.792,4.0,1.0,7.0
0.7,59.1,63.0,5.89,7.689,2.0,6.0,2.0
1.0,62.3,56.0,6.43,8.329,4.0,0.0,4.0
0.97,62.6,58.0,6.24,8.389,3.0,4.0,2.0
0.38,62.2,55.0,4.66,7.242,4.0,3.0,7.0
0.7,61.8,55.0,5.67,7.812,4.0,1.0,4.0
1.18,61.3,60.0,6.78,8.342,3.0,0.0,0.0
0.32,61.2,59.0,4.44,6.842,3.0,4.0,5.0
1.01,63.5,61.0,6.24,8.509,1.0,2.0,3.0
0.32,60.5,58.0,4.48,6.802,3.0,6.0,3.0
0.47,61.6,56.0,4.97,7.656,4.0,6.0,5.0
1.0,62.5,55.0,6.41,8.414,4.0,1.0,3.0
1.51,63.2,57.0,7.34,9.15,2.0,3.0,2.0
0.33,59.6,57.0,4.49,6.217,4.0,6.0,2.0
0.5,64.0,57.0,5.04,6.994,1.0,6.0,2.0
0.38,58.9,58.0,4.69,6.97,4.0,2.0,7.0
0.3,62.3,56.0,4.26,6.402,4.0,3.0,4.0
1.66,64.4,54.0,7.45,9.047,1.0,0.0,3.0
0.4,62.3,55.0,4.72,6.436,4.0,1.0,2.0
1.69,61.74637745643308,59.0,7.87,9.716,3.0,3.0,3.0
1.53,61.6,59.0,7.35,9.147,3.0,0.0,6.0
0.31,61.4,60.0,4.34,6.704,2.0,6.0,5.0
0.46,62.1,54.7,4.95,6.746,4.0,3.0,0.0
0.39,60.1,57.0,4.74,7.393,4.0,4.0,7.0
0.32,63.0,57.0,4.33,6.225,2.0,2.0,3.0
0.42,62.7,55.0,4.79,6.844,4.0,5.0,3.0
0.55,63.1,56.0,5.22,7.221,2.0,3.0,2.0
0.32,62.4,57.0,4.34,6.631,4.0,5.0,3.0
0.43,63.6,55.0,4.8,6.506,1.0,6.0,0.0
0.34,62.1,55.0,4.46,6.797,4.0,4.0,6.0
1.01,61.8,59.0,6.42,9.181,3.0,6.0,5.0
0.8,60.6,56.0,6.03,8.056,4.0,2.0,3.0
1.29,63.2,54.0,6.96,8.305,2.0,4.0,0.0
0.26,62.4,57.0,4.09,5.984,2.0,4.0,3.0
1.07,61.4,57.0,6.62,8.593,4.0,6.0,0.0
1.17,61.7,59.0,6.77,9.222,3.0,5.0,4.0
1.01,60.7,58.0,6.52,8.97,3.0,4.0,5.0
0.71,63.0,54.0,5.7,8.109,2.0,3.0,3.0
1.02,62.4,57.0,6.35,8.624,2.0,2.0,3.0
